ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008
LK-1118080,2391,980,1309,20,72,2,1,7,0
LK-1118085,1247,518,649,2,70,2,3,3,0
LK-1118090,2939,1237,1536,72,86,1,2,5,0
LK-1118095,1520,612,843,12,46,2,2,3,0
LK-1118100,2168,870,1146,34,110,3,4,1,0
LK-1118105,1157,471,621,6,51,2,1,5,0
LK-1118110,2157,936,1094,11,96,2,4,14,0
LK-1118115,1814,745,975,22,52,1,2,17,0
LK-1118120,1593,672,829,5,70,7,6,4,0
LK-1118125,2340,989,1112,85,136,2,3,13,0
LK-1118130,1071,449,530,36,47,1,1,7,0
LK-1118135,1329,563,679,20,61,0,3,3,0
LK-1118140,1175,511,616,1,43,1,0,3,0
LK-1118145,1469,627,728,4,94,5,0,11,0
LK-1118150,983,386,543,3,48,2,0,1,0
LK-1118155,1361,586,710,5,53,2,3,2,0
LK-1118160,2059,841,837,277,80,10,7,7,0
LK-1118165,1498,613,818,4,57,4,0,2,0
LK-1118170,1901,780,1015,16,70,1,5,14,0
LK-1118175,1284,527,657,20,69,10,1,0,0
LK-1118180,1763,753,894,21,78,5,2,10,0
LK-1118185,753,310,409,5,24,0,0,5,0
LK-1118190,1367,557,745,4,51,2,2,6,0
LK-1118195,1755,723,922,12,74,9,1,14,0
LK-1118200,932,377,471,0,65,0,1,18,0
LK-1118205,764,261,454,2,46,0,0,1,0
LK-1118210,621,270,316,6,26,0,1,2,0
LK-1118215,1412,572,757,8,60,1,3,11,0
LK-1118220,917,392,429,8,76,1,1,10,0
LK-1118225,765,305,372,11,51,2,5,19,0
LK-1118230,813,364,372,2,54,2,5,14,0
LK-1121,196423,86971,99135,2892,6019,510,261,635,0
LK-1121005,6043,2584,2924,261,206,21,8,39,0
LK-1121010,6222,2648,3278,59,211,8,10,8,0
LK-1121015,6244,2633,3365,18,176,26,6,20,0
LK-1121020,5492,2389,2916,25,127,14,5,16,0
LK-1121025,6217,2537,3304,13,308,14,16,25,0
LK-1121030,4956,2078,2449,262,143,12,3,9,0
LK-1121035,5632,2377,3087,24,112,14,5,13,0
LK-1121040,4471,1874,2468,14,87,12,1,15,0
LK-1121045,1259,509,729,3,11,3,2,2,0
LK-1121050,2697,1096,1368,13,185,7,6,22,0
LK-1121055,4342,1885,2307,8,113,6,6,17,0
LK-1121060,2466,1001,1139,201,99,5,6,15,0
LK-1121065,7647,3166,4017,149,260,8,19,28,0
LK-1121070,3513,1492,1854,13,128,8,6,12,0
LK-1121075,4543,2126,2281,4,97,10,9,16,0
LK-1121080,7086,3218,3357,199,254,36,4,18,0
LK-1121085,5838,2501,3069,28,169,11,7,53,0
LK-1121090,6309,2700,3354,15,195,10,11,24,0
LK-1121095,4780,2041,2523,73,118,14,2,9,0
LK-1121100,6546,2801,3391,23,274,26,11,20,0
LK-1121105,3695,1678,1793,21,175,8,6,14,0
LK-1121110,2464,1156,1180,6,100,16,2,4,0
LK-1121115,5233,2219,2647,243,100,13,5,6,0
LK-1121120,4060,1721,2024,137,144,4,7,23,0
LK-1121125,2766,1167,1331,158,90,11,2,7,0
LK-1121130,7159,3101,3635,87,262,23,11,40,0
LK-1121135,2692,1142,1517,10,12,4,4,3,0
LK-1121140,3648,1471,1990,16,147,11,4,9,0
LK-1121145,3458,1535,1830,30,52,3,6,2,0
LK-1121150,1596,715,784,2,79,4,2,10,0
LK-1121155,5496,2430,2870,21,138,19,6,12,0
LK-1121160,2255,935,1159,57,87,7,2,8,0
LK-1121165,5453,2436,2664,119,194,15,11,14,0
LK-1121170,5194,2253,2758,58,95,10,5,15,0
LK-1121175,7328,3325,3721,43,199,15,10,15,0
LK-1121180,4094,1828,1859,246,145,8,3,5,0
LK-1121185,7734,3486,3952,37,215,18,14,12,0
LK-1121190,4901,2222,2416,102,125,20,2,14,0
LK-1121195,3675,2272,1221,51,96,11,7,17,0
LK-1121200,7391,4562,2649,18,135,11,1,15,0
LK-1121205,3828,1661,1955,25,156,14,8,9,0
LK-1124,107925,48047,52739,2580,3577,389,165,428,0
LK-1124005,11963,5657,5694,112,381,29,15,75,0
LK-1124010,7004,3615,3061,59,223,15,11,20,0
LK-1124015,6749,3003,3484,44,170,23,8,17,0
LK-1124020,3591,1815,1585,31,110,29,7,14,0
LK-1124025,4834,2218,2253,31,245,23,4,60,0
LK-1124030,4059,1712,2192,3,115,13,7,17,0
LK-1124035,5707,2430,2932,106,185,21,16,17,0
LK-1124040,3371,1429,1751,26,137,18,4,6,0
LK-1124045,5929,2535,3045,63,223,21,17,25,0
LK-1124050,3984,1683,1682,427,160,19,5,8,0
LK-1124055,3634,1533,1917,29,131,13,2,9,0
LK-1124060,5301,2210,2547,237,243,26,14,24,0
LK-1124065,5473,2293,2909,23,199,27,7,15,0
LK-1124070,5627,2423,2833,180,150,24,3,14,0
LK-1124075,5446,2359,2889,32,142,10,5,9,0
LK-1124080,3365,1389,1812,57,76,15,3,13,0
LK-1124085,5944,2650,2954,96,174,19,18,33,0
LK-1124090,5352,2460,2575,68,205,21,7,16,0
LK-1124095,7305,3187,3087,811,186,12,7,15,0
LK-1124100,3287,1446,1537,145,122,11,5,21,0
LK-1127,238057,110205,116120,3256,6601,736,346,793,0
LK-1127005,6711,3258,3298,48,67,19,15,6,0
LK-1127010,7564,3218,3657,299,303,50,19,18,0
LK-1127015,9914,5535,3879,68,319,57,26,30,0
LK-1127020,6954,3589,3107,32,179,13,10,24,0
LK-1127025,10577,5360,4529,304,303,41,16,24,0
LK-1127030,18602,8845,9003,170,446,38,20,80,0
LK-1127035,17355,8285,8321,189,403,39,17,101,0
LK-1127040,21326,9188,10757,618,539,57,33,134,0
LK-1127045,5127,2286,2647,60,99,23,5,7,0
LK-1127050,6498,3047,3137,112,143,21,6,32,0
LK-1127055,11194,5011,5694,153,247,27,22,40,0
LK-1127060,12675,6289,5808,66,402,57,14,39,0
LK-1127065,7389,3601,3455,23,261,25,13,11,0
LK-1127070,7455,3122,3931,26,309,55,6,6,0
LK-1127075,20237,9306,9804,313,661,62,25,66,0
LK-1127080,17846,7965,9101,160,477,41,36,66,0
LK-1127085,14967,6496,7833,46,500,48,14,30,0
LK-1127090,10826,4691,5779,34,272,23,13,14,0
LK-1127095,12451,5487,6447,194,281,19,13,10,0
LK-1127100,12389,5626,5933,341,390,21,23,55,0
LK-1130,88962,40176,43754,1570,2893,267,133,169,0
LK-1130005,6367,3003,2966,205,173,12,3,5,0
LK-1130010,6334,2876,3095,42,278,15,10,18,0
LK-1130015,4806,2087,2246,229,200,20,12,12,0
LK-1130020,5475,2445,2746,82,165,18,7,12,0
LK-1130025,5517,2441,2827,26,187,18,13,5,0
LK-1130030,6228,2821,3032,145,207,8,3,12,0
LK-1130035,5671,2640,2790,23,186,19,5,8,0
LK-1130040,5184,2218,2760,19,157,16,10,4,0
LK-1130045,6767,3152,3255,42,265,18,12,23,0
LK-1130050,5914,2708,2867,185,117,15,5,17,0
LK-1130055,9058,3983,4403,241,359,34,21,17,0
LK-1130060,3543,1571,1878,16,70,6,1,1,0
LK-1130065,4374,1986,2216,35,104,19,5,9,0
LK-1130070,5633,2648,2558,207,182,20,8,10,0
LK-1130075,8091,3597,4115,73,243,29,18,16,0
LK-1131,95506,42546,47877,1945,2463,259,111,305,0
LK-1131005,8373,3749,3950,262,315,26,23,48,0
LK-1131010,6624,2944,3492,25,132,11,13,7,0
LK-1131015,6311,2850,2915,382,124,15,7,18,0
LK-1131020,4608,1911,2430,150,87,14,8,8,0
LK-1131025,12166,5456,6132,84,401,40,9,44,0
LK-1131030,8854,3895,4530,176,204,15,11,23,0
LK-1131035,7683,3275,4111,45,194,27,9,22,0
LK-1131040,5018,2221,2425,263,90,17,1,1,0
LK-1131045,7585,3283,4059,22,163,28,8,22,0
LK-1131050,6443,2995,3146,85,181,13,6,17,0
LK-1131055,5736,2542,2721,284,145,6,4,34,0
LK-1131060,6564,2936,3391,64,130,8,7,28,0
LK-1131065,9541,4489,4575,103,297,39,5,33,0
LK-1133,168280,73674,84875,3475,5110,344,189,613,0
LK-1133005,4201,1818,2242,34,71,6,8,22,0
LK-1133010,4805,2132,2382,30,236,16,3,6,0
LK-1133015,2898,1148,1259,385,96,8,1,1,0
LK-1133020,2711,1154,1377,4,151,17,4,4,0
LK-1133025,2748,1166,1461,16,84,6,5,10,0
LK-1133030,5385,2411,2500,332,123,11,2,6,0
LK-1133035,5918,2621,3078,74,106,6,4,29,0
LK-1133040,3916,1861,1906,36,88,5,3,17,0
LK-1133045,4481,1944,2268,13,213,23,5,15,0
LK-1133050,3049,1288,1495,153,90,5,6,12,0
LK-1133055,3333,1442,1761,24,79,5,3,19,0
LK-1133060,4464,1908,2004,332,179,15,3,23,0
LK-1133065,3783,1605,2055,24,79,5,4,11,0
LK-1133070,2144,948,1114,1,68,5,3,5,0
LK-1133075,4033,1734,2097,32,137,9,8,16,0
LK-1133080,5380,2207,2939,12,186,15,7,14,0
LK-1133085,3194,1418,1651,53,60,7,1,4,0
LK-1133090,10596,5455,4754,62,255,29,12,29,0
LK-1133095,7487,4008,3074,99,229,7,9,61,0
LK-1133100,3255,1385,1677,86,89,4,4,10,0
LK-1133105,3544,1443,2000,3,73,7,12,6,0
LK-1133110,3375,1382,1802,17,150,10,7,7,0
LK-1133115,2826,1132,1429,167,87,6,4,1,0
LK-1133120,2174,898,1173,9,79,5,1,9,0
LK-1133125,4524,1884,2455,7,153,17,4,4,0
LK-1133130,4437,1863,2342,34,166,7,8,17,0
LK-1133135,3854,1619,1814,276,119,6,1,19,0
LK-1133140,3630,1515,1927,30,135,5,1,17,0
LK-1133145,3678,1573,1937,4,148,4,2,10,0
LK-1133150,4689,1976,2459,158,88,1,1,6,0
LK-1133155,3592,1480,2015,25,51,7,3,11,0
LK-1133160,2236,995,1108,34,87,6,3,3,0
LK-1133165,2394,994,1261,18,97,3,2,19,0
LK-1133170,5696,2494,2661,378,136,4,4,19,0
LK-1133175,2192,926,1214,6,28,8,3,7,0
LK-1133180,3531,1512,1805,23,157,7,2,25,0
LK-1133185,3582,1525,1914,25,98,6,3,11,0
LK-1133190,3551,1521,1901,36,72,2,6,13,0
LK-1133195,4399,1848,2219,212,88,5,3,24,0
LK-1133200,4603,1945,2435,35,148,9,10,21,0
LK-1133205,2869,1225,1408,72,136,1,4,23,0
LK-1133210,5123,2271,2502,104,195,14,10,27,0
LK-1136,245232,105649,126760,2809,8243,487,307,977,0
LK-1136005,5039,2194,2367,252,196,18,5,7,0
LK-1136010,1765,858,852,2,48,1,0,4,0
LK-1136015,2328,1084,1124,5,94,9,1,11,0
LK-1136020,2631,1111,1401,8,89,6,6,10,0
LK-1136025,3413,1474,1586,195,133,15,2,8,0
LK-1136030,4466,1927,2416,14,78,12,2,17,0
LK-1136035,1485,727,720,7,25,5,0,1,0
LK-1136040,4768,2655,1920,6,153,8,9,17,0
LK-1136045,3310,1992,1177,9,71,6,4,51,0
LK-1136050,4842,2069,2509,79,162,10,2,11,0
LK-1136055,2822,1201,1506,9,81,11,6,8,0
LK-1136060,1977,859,1065,2,46,2,0,3,0
LK-1136065,5204,2326,2689,12,151,13,5,8,0
LK-1136070,3358,1442,1804,5,91,8,3,5,0
LK-1136075,3697,1645,1947,3,82,10,2,8,0
LK-1136080,2045,865,1111,6,48,3,2,10,0
LK-1136085,5213,2270,2360,357,201,2,6,17,0
LK-1136090,1489,622,789,7,54,2,5,10,0
LK-1136095,3435,1442,1824,21,122,6,4,16,0
LK-1136100,6544,2817,3435,50,189,16,11,26,0
LK-1136105,4373,1878,2416,5,49,6,7,12,0
LK-1136110,2542,1049,1379,3,91,7,3,10,0
LK-1136115,5440,2291,2848,99,166,9,12,15,0
LK-1136120,2773,1131,1545,6,78,9,1,3,0
LK-1136125,2194,918,1230,2,42,0,2,0,0
LK-1136130,4032,1672,2283,8,55,5,1,8,0
LK-1136135,4703,2007,2494,19,145,7,7,24,0
LK-1136140,5503,2341,2929,89,121,9,5,9,0
LK-1136145,3050,1292,1685,6,54,3,5,5,0
LK-1136150,3042,1299,1583,6,136,4,7,7,0
LK-1136155,3633,1535,1932,52,90,8,6,10,0
LK-1136160,3303,1385,1746,10,127,15,7,13,0
LK-1136165,4037,1669,2182,48,112,9,4,13,0
LK-1136170,4949,2125,2497,51,231,15,3,27,0
LK-1136175,2655,1100,1386,7,156,4,1,1,0
LK-1136180,2697,1131,1457,1,95,5,2,6,0
LK-1136185,4690,1945,2522,113,92,7,3,8,0
LK-1136190,3257,1398,1719,20,97,6,3,14,0
LK-1136195,1749,740,905,15,75,3,1,10,0
LK-1136200,3385,1445,1746,8,153,3,8,22,0
LK-1136205,2761,1129,1511,9,95,3,4,10,0
LK-1136210,2040,863,1084,0,65,14,4,10,0
LK-1136215,2303,1017,1074,27,134,7,3,41,0
LK-1136220,3055,1289,1588,7,144,6,5,16,0
LK-1136225,2070,846,1112,9,83,7,4,9,0
LK-1136230,3633,1486,1970,24,127,4,8,14,0
LK-1136235,2779,1187,1479,18,83,3,2,7,0
LK-1136240,1387,549,785,2,42,1,2,6,0
LK-1136245,4294,1801,2223,30,189,6,12,33,0
LK-1136250,5847,2507,3007,54,231,12,10,26,0
LK-1136255,4279,1726,2332,7,174,11,4,25,0
LK-1136260,2019,838,1038,19,103,7,4,10,0
LK-1136265,1880,791,1061,1,21,1,1,4,0
LK-1136270,3522,1476,1873,4,140,13,2,14,0
LK-1136275,3939,1598,1879,306,134,8,2,12,0
LK-1136280,4947,2061,2521,114,226,7,12,6,0
LK-1136285,6316,2686,3097,274,212,4,12,31,0
LK-1136290,6628,2859,3562,17,155,14,10,11,0
LK-1136295,3799,1637,1988,26,119,5,3,21,0
LK-1136300,2084,875,1118,12,65,5,0,9,0
LK-1136305,1524,654,779,4,76,1,0,10,0
LK-1136310,4165,1732,2280,10,106,11,7,19,0
LK-1136315,4434,1899,2299,23,164,7,8,34,0
LK-1136320,2196,918,1130,14,89,3,5,37,0
LK-1136325,5487,2404,2732,114,210,5,5,17,0
LK-1136330,1604,650,871,7,75,1,0,0,0
LK-1136335,1300,524,697,6,68,4,0,1,0
LK-1136340,1545,660,767,35,79,2,1,1,0
LK-1136345,1481,629,728,9,97,6,3,9,0
LK-1136350,3184,1395,1649,5,112,6,3,14,0
LK-1136355,2339,1073,1148,0,113,2,1,2,0
LK-1136360,1270,542,628,2,78,0,6,14,0
LK-1136365,3283,1417,1664,3,155,4,1,39,0
LK-12,2304833,1002633,1146643,41254,93806,4985,3381,12131,0
LK-1203,142136,63591,66013,4977,6321,345,181,708,0
LK-1203005,4425,2098,2001,48,233,12,4,29,0
LK-1203010,3722,1645,1835,26,179,10,7,20,0
LK-1203015,2777,1218,1423,10,110,1,2,13,0
LK-1203020,3913,1867,1648,153,203,20,3,19,0
LK-1203025,4925,2263,2223,116,273,17,6,27,0
LK-1203030,5025,2172,2319,291,199,17,1,26,0
LK-1203035,3534,1566,1819,20,114,5,4,6,0
LK-1203040,5478,2403,2648,151,223,15,5,33,0
LK-1203045,4921,2191,2369,33,275,6,12,35,0
LK-1203050,6605,2984,3250,88,219,15,13,36,0
LK-1203055,3606,1639,1737,30,165,9,9,17,0
LK-1203060,2997,1334,1425,68,147,9,2,12,0
LK-1203065,3917,1789,1789,116,191,4,2,26,0
LK-1203070,3353,1485,1670,8,150,16,7,17,0
LK-1203075,3928,1767,1890,11,216,5,5,34,0
LK-1203080,3006,1341,1447,9,180,14,0,15,0
LK-1203085,3125,1446,1419,93,147,11,3,6,0
LK-1203090,6062,2986,2831,20,193,17,4,11,0
LK-1203095,3663,1678,1657,155,138,12,12,11,0
LK-1203100,4027,1727,1604,466,182,17,7,24,0
LK-1203105,2718,1302,1067,146,171,11,3,18,0
LK-1203110,2852,1219,1423,83,86,10,6,25,0
LK-1203115,2932,1305,1196,253,163,5,2,8,0
LK-1203120,2948,1311,1506,22,74,7,10,18,0
LK-1203125,2460,1089,1186,75,100,0,0,10,0
LK-1203130,2975,1357,995,471,138,1,0,13,0
LK-1203135,2058,961,946,19,128,3,0,1,0
LK-1203140,6757,3029,2725,718,245,14,3,23,0
LK-1203145,2475,1112,1117,99,123,7,1,16,0
LK-1203150,5453,2410,2474,330,203,10,9,17,0
LK-1203155,4009,1689,1993,55,221,17,12,22,0
LK-1203160,2620,1056,1422,14,111,8,1,8,0
LK-1203165,3452,1621,1460,227,116,1,3,24,0
LK-1203170,2625,1097,1205,176,133,4,3,7,0
LK-1203175,3225,1330,1577,123,155,1,10,29,0
LK-1203180,3729,1598,1933,12,150,7,1,28,0
LK-1203185,2049,836,1086,8,101,2,3,13,0
LK-1203190,1883,828,732,218,92,5,3,5,0
LK-1203195,1907,842,966,16,74,0,3,6,0
LK-1206,235291,105379,115240,5011,7702,395,324,1240,0
LK-1206005,1369,584,593,80,73,3,5,31,0
LK-1206010,1712,764,819,37,76,7,4,5,0
LK-1206015,1720,755,709,198,38,0,2,18,0
LK-1206020,2914,1286,1449,20,129,6,5,19,0
LK-1206025,2657,1170,1295,18,128,1,5,40,0
LK-1206030,2623,1147,1370,21,72,2,2,9,0
LK-1206035,2010,852,998,101,45,8,5,1,0
LK-1206040,3087,1320,1423,186,113,5,4,36,0
LK-1206045,1762,766,862,27,85,1,5,16,0
LK-1206050,3062,1359,1466,75,135,2,4,21,0
LK-1206055,1061,479,496,8,66,4,2,6,0
LK-1206060,1823,828,854,15,102,3,5,16,0
LK-1206065,4495,2017,2249,26,152,9,0,42,0
LK-1206070,1793,772,905,21,76,4,2,13,0
LK-1206075,991,409,507,5,55,0,2,13,0
LK-1206080,4286,1811,2121,48,261,8,9,28,0
LK-1206085,3630,1541,1879,57,117,4,5,27,0
LK-1206090,2789,1221,1426,17,105,4,3,13,0
LK-1206095,3212,1409,1244,359,155,9,7,29,0
LK-1206100,5611,2464,2851,63,180,5,6,42,0
LK-1206105,3711,1682,1788,34,172,4,8,23,0
LK-1206110,2594,1147,1333,8,88,7,5,6,0
LK-1206115,4528,2135,2183,14,151,22,7,16,0
LK-1206120,2345,1035,1082,55,136,11,6,20,0
LK-1206125,2010,891,966,25,104,2,3,19,0
LK-1206130,2496,1094,1080,132,144,8,3,35,0
LK-1206135,2195,986,1113,12,61,4,3,16,0
LK-1206140,5505,2327,2871,59,189,20,16,23,0
LK-1206145,6995,3163,3520,78,187,14,5,28,0
LK-1206150,3245,1415,1579,61,148,2,5,35,0
LK-1206155,2621,1169,1238,85,98,8,12,11,0
LK-1206160,1724,766,762,109,73,2,2,10,0
LK-1206165,3418,1446,1727,43,167,6,1,28,0
LK-1206170,3656,1596,1850,27,152,9,2,20,0
LK-1206175,6567,2925,3288,92,214,3,10,35,0
LK-1206180,1967,866,980,22,80,2,3,14,0
LK-1206185,3622,1612,1962,11,26,3,4,4,0
LK-1206190,3696,1621,1931,14,112,5,2,11,0
LK-1206195,4653,2138,2296,97,87,4,5,26,0
LK-1206200,6804,3705,2821,172,69,9,5,23,0
LK-1206205,2733,1804,897,30,0,1,1,0,0
LK-1206210,3138,1292,1694,29,104,2,1,16,0
LK-1206215,2701,1089,1474,27,94,3,4,10,0
LK-1206220,1814,773,981,7,43,2,2,6,0
LK-1206225,2177,945,1177,9,46,0,0,0,0
LK-1206230,5738,2881,2601,153,75,8,8,12,0
LK-1206235,3361,1866,1377,66,39,5,3,5,0
LK-1206240,2708,1258,1349,22,59,7,2,11,0
LK-1206245,2552,1129,1234,70,99,2,4,14,0
LK-1206250,1758,807,786,127,28,2,4,4,0
LK-1206255,5898,2737,2820,168,137,9,11,16,0
LK-1206260,4824,2204,2378,109,106,9,2,16,0
LK-1206265,8538,3916,4240,233,122,3,6,18,0
LK-1206270,1476,648,751,3,65,2,1,6,0
LK-1206275,2225,973,1090,61,76,7,4,14,0
LK-1206280,1961,817,1062,7,60,1,3,11,0
LK-1206285,2465,1122,842,362,123,1,0,15,0
LK-1206290,2458,1112,1243,41,41,4,2,15,0
LK-1206295,2111,985,986,41,79,8,3,9,0
LK-1206300,1723,719,950,1,46,2,1,4,0
LK-1206305,1221,476,683,0,49,5,7,1,0
LK-1206310,1894,769,1011,2,88,1,5,18,0
LK-1206315,1828,734,816,146,110,4,7,11,0
LK-1206320,2554,1101,1321,1,114,4,8,5,0
LK-1206325,3197,1350,1596,137,83,4,3,24,0
LK-1206330,5210,2286,2640,122,138,12,1,11,0
LK-1206335,3041,1344,1569,30,77,5,2,14,0
LK-1206340,2402,1011,1207,125,51,2,1,5,0
LK-1206345,1915,786,1014,41,56,4,1,13,0
LK-1206350,4127,1816,2163,64,74,5,3,2,0
LK-1206355,1672,728,875,3,57,3,3,3,0
LK-1206360,3062,1313,1556,40,123,3,6,21,0
LK-1206365,2475,1058,1265,24,92,12,3,21,0
LK-1206370,2691,1128,1347,18,157,6,8,27,0
LK-1206375,1848,776,987,4,70,2,5,4,0
LK-1206380,1758,781,743,142,78,7,1,6,0
LK-1206385,1188,478,667,0,33,3,4,3,0
LK-1206390,1490,653,725,8,93,1,1,9,0
LK-1206395,2400,1041,1237,6,96,4,4,12,0
LK-1209,144506,59884,72901,2479,7504,314,295,1129,0
LK-1209005,1451,621,748,7,63,2,1,9,0
LK-1209010,1250,502,678,14,43,2,5,6,0
LK-1209015,700,268,216,186,18,3,6,3,0
LK-1209020,943,399,444,29,54,3,0,14,0
LK-1209025,879,362,439,24,45,0,1,8,0
LK-1209030,1373,574,639,65,65,1,6,23,0
LK-1209035,462,204,170,46,31,2,1,8,0
LK-1209040,1256,511,648,6,68,5,1,17,0
LK-1209045,556,230,300,2,19,2,1,2,0
LK-1209050,398,170,197,11,12,3,0,5,0
LK-1209055,1729,720,859,89,43,0,1,17,0
LK-1209060,1239,507,645,35,37,0,0,15,0
LK-1209065,1147,474,573,20,68,1,4,7,0
LK-1209070,954,386,449,31,59,0,4,25,0
LK-1209075,1283,527,714,17,16,3,1,5,0
LK-1209080,721,297,340,14,52,1,0,17,0
LK-1209085,1131,472,604,13,25,4,3,10,0
LK-1209090,1109,474,523,21,67,4,6,14,0
LK-1209095,1014,421,526,4,54,0,0,9,0
LK-1209100,1059,458,528,17,45,6,0,5,0
LK-1209105,845,364,382,40,47,1,4,7,0
LK-1209110,1742,711,841,81,98,1,4,6,0
LK-1209115,1267,526,672,43,21,3,0,2,0
LK-1209120,1676,701,874,15,64,2,8,12,0
LK-1209125,2219,936,1078,48,126,4,7,20,0
LK-1209130,1418,599,718,28,54,7,2,10,0
LK-1209135,872,377,409,16,58,0,2,10,0
LK-1209140,1487,600,782,9,79,2,2,13,0
LK-1209145,1435,621,710,13,72,5,1,13,0
LK-1209150,1657,692,878,27,41,2,4,13,0
LK-1209155,924,403,444,19,47,0,3,8,0
LK-1209160,1008,398,552,17,38,1,1,1,0
LK-1209165,982,408,301,210,50,2,3,8,0
LK-1209170,790,326,384,14,56,2,0,8,0
LK-1209175,1421,573,764,2,67,4,3,8,0
LK-1209180,987,404,525,10,36,1,0,11,0
LK-1209185,810,322,419,6,52,0,6,5,0
LK-1209190,882,364,450,6,49,2,0,11,0
LK-1209195,631,247,320,20,34,2,0,8,0
LK-1209200,1065,471,510,11,59,3,0,11,0
LK-1209205,1646,665,942,11,19,2,1,6,0
LK-1209210,1855,748,974,13,97,4,2,17,0
LK-1209215,614,270,327,2,9,1,1,4,0
LK-1209220,1312,527,702,13,57,2,3,8,0
LK-1209225,877,364,453,21,35,1,2,1,0
LK-1209230,971,410,454,58,39,6,0,4,0
LK-1209235,855,349,341,107,40,0,4,14,0
LK-1209240,785,313,422,9,33,0,1,7,0
LK-1209245,362,134,182,15,23,1,1,6,0
LK-1209250,909,387,464,8,39,0,0,11,0
LK-1209255,1049,406,524,2,93,2,8,14,0
LK-1209260,730,289,379,10,41,3,0,8,0
LK-1209265,827,339,418,10,52,1,1,6,0
LK-1209270,1565,622,827,10,91,6,1,8,0
LK-1209275,1369,603,648,12,95,2,0,9,0
LK-1209280,966,378,492,17,64,2,2,11,0
LK-1209285,1519,609,803,38,62,0,3,4,0
LK-1209290,955,387,520,6,35,4,0,3,0
LK-1209295,1956,782,1073,19,63,3,2,14,0
LK-1209300,722,288,396,12,19,2,0,5,0
LK-1209305,1857,802,939,30,71,6,2,7,0
LK-1209310,884,377,440,10,52,1,0,4,0
LK-1209315,2328,974,1189,32,108,2,5,18,0
LK-1209320,1345,568,675,22,57,3,7,13,0
LK-1209325,1562,663,802,18,63,1,6,9,0
LK-1209330,1402,569,728,19,72,2,6,6,0
LK-1209335,638,264,341,7,22,0,2,2,0
LK-1209340,1046,427,493,56,53,9,1,7,0
LK-1209345,963,404,493,9,41,3,1,12,0
LK-1209350,1663,673,869,10,93,3,1,14,0
LK-1209355,1784,730,906,25,99,7,3,14,0
LK-1209360,1031,434,479,7,101,2,2,6,0
LK-1209365,1434,576,709,11,113,5,5,15,0
LK-1209370,1842,792,929,24,83,5,4,5,0
LK-1209375,787,328,392,11,52,0,0,4,0
LK-1209380,1135,475,580,6,69,2,1,2,0
LK-1209385,1916,782,940,35,128,7,3,21,0
LK-1209390,1145,459,580,39,47,4,1,15,0
LK-1209395,827,329,411,9,65,2,1,10,0
LK-1209400,1003,434,493,5,58,4,2,7,0
LK-1209405,573,232,283,0,51,4,0,3,0
LK-1209410,557,230,268,2,45,1,0,11,0
LK-1209415,2559,1080,1306,34,120,2,4,13,0
LK-1209420,1060,421,545,6,72,3,3,10,0
LK-1209425,882,372,445,4,54,3,1,3,0
LK-1209430,830,338,418,2,60,1,1,10,0
LK-1209435,1165,463,631,20,38,6,1,6,0
LK-1209440,1004,414,537,9,40,1,1,2,0
LK-1209445,1010,439,475,8,80,4,1,3,0
LK-1209450,621,254,302,12,47,1,0,5,0
LK-1209455,1218,504,610,10,88,3,0,3,0
LK-1209460,935,382,491,3,50,2,2,5,0
LK-1209465,398,180,199,3,11,2,1,2,0
LK-1209470,488,203,234,8,36,3,2,2,0
LK-1209475,911,362,469,6,69,1,2,2,0
LK-1209480,378,137,222,3,14,2,0,0,0
LK-1209485,888,371,453,1,42,2,3,16,0
LK-1209490,878,352,446,8,52,5,4,11,0
LK-1209495,1220,529,601,14,67,2,3,4,0
LK-1209500,2268,955,1122,16,151,5,7,12,0
LK-1209505,692,295,325,4,58,3,2,5,0
LK-1209510,1205,492,619,11,67,3,4,9,0
LK-1209515,1715,726,903,3,64,7,3,9,0
LK-1209520,1380,593,696,15,60,2,1,13,0
LK-1209525,1447,590,749,16,65,2,6,19,0
LK-1209530,1389,625,652,33,63,3,3,10,0
LK-1209535,2542,1058,1260,36,148,6,5,29,0
LK-1209540,756,300,400,7,38,1,2,8,0
LK-1209545,788,323,408,6,47,1,0,3,0
LK-1209550,1712,700,887,10,82,5,9,19,0
LK-1209555,1048,422,556,7,50,0,1,12,0
LK-1209560,824,334,394,5,61,1,9,20,0
LK-1209565,2028,861,958,38,142,4,5,20,0
LK-1209570,907,372,454,5,61,1,4,10,0
LK-1209575,1145,476,570,9,81,0,1,8,0
LK-1209580,1166,446,625,5,76,2,4,8,0
LK-1209585,798,320,410,2,58,2,3,3,0
LK-1209590,1531,636,780,5,101,5,2,2,0
LK-1209595,3105,1279,1586,5,206,9,8,12,0
LK-1209600,780,324,417,2,30,1,1,5,0
LK-1209605,1013,441,496,4,68,2,2,0,0
LK-1209610,2168,939,1060,6,138,2,3,20,0
LK-1209615,1316,564,657,12,68,3,5,7,0
LK-1212,164580,69993,81937,3579,7355,352,301,1063,0
LK-1212005,3206,1283,1697,43,134,8,13,28,0
LK-1212010,1683,710,835,24,84,2,11,17,0
LK-1212015,1982,830,972,65,89,7,5,14,0
LK-1212020,773,306,448,2,8,5,3,1,0
LK-1212025,855,322,450,70,6,2,2,3,0
