ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008,FIELD-0009,FIELD-0010,FIELD-0011,FIELD-0012,FIELD-0013
LK-1112160,572,430,38,0,6,0,0,94,3,0,0,0,0,1
LK-1112165,1629,1156,81,9,0,6,4,357,14,0,0,0,0,2
LK-1112170,1210,1022,68,6,5,4,4,90,8,0,0,0,0,3
LK-1112175,721,626,41,2,0,4,5,41,1,0,0,0,0,1
LK-1112180,865,776,25,6,6,1,8,38,5,0,0,0,0,0
LK-1112185,653,425,16,1,2,0,3,188,2,0,0,0,0,16
LK-1112190,1161,520,7,9,524,91,2,0,0,0,0,0,5,3
LK-1112195,927,368,11,3,515,18,6,0,4,0,0,0,0,2
LK-1112200,1102,467,7,0,528,42,24,0,34,0,0,0,0,0
LK-1112205,1159,470,12,21,575,52,27,1,1,0,0,0,0,0
LK-1112210,802,316,10,4,340,12,85,32,1,0,0,0,1,1
LK-1112215,407,154,4,0,225,24,0,0,0,0,0,0,0,0
LK-1112220,645,192,3,0,411,38,1,0,0,0,0,0,0,0
LK-1112225,651,246,0,0,354,0,51,0,0,0,0,0,0,0
LK-1112230,1249,557,1,3,647,16,2,5,6,0,0,0,0,12
LK-1112235,596,2,0,0,593,0,0,1,0,0,0,0,0,0
LK-1112240,918,221,6,0,605,82,3,0,0,0,0,0,0,1
LK-1112245,1251,743,56,5,370,45,17,12,1,0,0,0,0,2
LK-1112250,859,647,98,8,14,7,23,51,8,0,0,0,0,3
LK-1112255,667,544,91,6,1,3,4,16,1,0,0,0,0,1
LK-1112260,1083,743,67,4,203,13,4,47,2,0,0,0,0,0
LK-1112265,853,664,26,1,122,26,6,2,2,0,0,0,1,3
LK-1112270,705,411,43,6,136,13,5,84,4,0,0,0,0,3
LK-1112275,974,809,91,21,5,3,0,38,4,0,0,0,0,3
LK-1112280,549,407,52,15,1,2,1,61,2,0,0,0,0,8
LK-1112285,780,659,15,2,24,0,0,71,6,0,0,0,0,3
LK-1112290,1026,825,40,5,0,2,0,136,3,0,0,0,0,15
LK-1112295,396,278,11,10,77,0,0,0,1,0,0,0,0,19
LK-1112300,512,470,33,4,1,0,0,0,4,0,0,0,0,0
LK-1112305,836,531,69,3,216,12,3,0,2,0,0,0,0,0
LK-1112310,878,92,0,0,782,1,2,0,0,0,0,0,1,0
LK-1112315,1053,933,17,1,20,0,0,73,6,0,0,0,1,2
LK-1112320,799,551,11,2,85,46,30,70,4,0,0,0,0,0
LK-1112325,549,274,10,1,250,12,0,0,1,0,0,0,0,1
LK-1112330,482,435,14,0,7,1,2,18,0,0,0,0,0,5
LK-1112335,438,380,37,14,1,0,0,3,3,0,0,0,0,0
LK-1112340,839,703,70,0,8,6,2,44,4,1,0,0,1,0
LK-1112345,729,625,39,13,1,1,4,45,1,0,0,0,0,0
LK-1112350,549,455,35,5,9,3,2,31,1,0,0,0,0,8
LK-1112355,648,500,42,9,13,3,2,72,0,0,0,0,0,7
LK-1112360,850,697,42,5,2,0,1,93,1,0,0,0,0,9
LK-1112365,703,355,46,0,141,11,4,145,1,0,0,0,0,0
LK-1112370,555,377,16,2,146,3,1,9,1,0,0,0,0,0
LK-1112375,770,622,33,3,16,0,3,87,4,0,0,0,0,2
LK-1112380,334,270,13,0,0,0,2,41,3,0,0,0,0,5
LK-1112385,542,494,39,1,2,0,1,1,1,0,0,0,0,3
LK-1112390,522,459,49,8,1,1,0,0,4,0,0,0,0,0
LK-1112395,251,219,18,9,0,3,0,0,2,0,0,0,0,0
LK-1112400,646,550,47,9,1,0,3,27,6,0,0,0,0,3
LK-1112405,1286,971,107,33,67,3,1,96,3,0,0,0,1,4
LK-1115,28739,12361,2755,488,5069,920,419,5147,86,4,1368,1,6,115
LK-1115005,451,299,76,17,32,24,1,0,2,0,0,0,0,0
LK-1115010,498,338,47,3,61,18,30,0,0,0,0,0,0,1
LK-1115015,296,148,47,10,0,1,0,31,0,3,55,0,0,1
LK-1115020,167,51,7,0,0,1,0,105,0,0,3,0,0,0
LK-1115025,539,306,96,6,0,0,1,117,0,0,13,0,0,0
LK-1115030,805,148,84,0,149,11,4,0,2,0,407,0,0,0
LK-1115035,377,151,70,6,81,4,13,41,5,0,6,0,0,0
LK-1115040,200,15,4,0,17,1,0,159,0,0,1,0,0,3
LK-1115045,531,112,14,4,334,55,10,0,0,0,2,0,0,0
LK-1115050,475,55,11,0,344,24,3,36,1,0,1,0,0,0
LK-1115055,671,253,17,1,362,30,6,0,0,0,1,0,0,1
LK-1115060,428,229,8,2,154,18,13,1,3,0,0,0,0,0
LK-1115065,431,246,48,5,0,2,4,120,0,0,5,0,1,0
LK-1115070,678,369,67,14,111,17,3,89,2,0,6,0,0,0
LK-1115075,385,263,42,7,63,0,9,0,1,0,0,0,0,0
LK-1115080,290,176,14,3,90,1,1,0,0,0,0,0,0,5
LK-1115085,325,201,47,13,51,7,4,0,1,0,0,0,0,1
LK-1115090,296,105,30,1,54,20,3,83,0,0,0,0,0,0
LK-1115095,364,125,123,2,52,6,1,55,0,0,0,0,0,0
LK-1115100,636,385,50,9,159,21,8,1,3,0,0,0,0,0
LK-1115105,505,180,66,3,171,4,9,43,0,0,0,0,0,29
LK-1115110,469,305,25,11,100,10,5,9,0,0,0,0,0,4
LK-1115115,351,230,35,13,11,6,2,53,0,0,1,0,0,0
LK-1115120,541,249,34,3,25,3,21,178,9,0,0,0,0,19
LK-1115125,459,163,48,6,8,6,15,210,0,0,0,0,0,3
LK-1115130,490,62,7,6,202,35,14,41,2,1,118,0,0,2
LK-1115135,407,18,25,0,149,46,11,148,0,0,8,0,0,2
LK-1115140,472,58,9,5,325,54,14,1,2,0,0,0,0,4
LK-1115145,715,173,21,3,446,53,13,1,2,0,0,0,0,3
LK-1115150,871,158,84,1,161,24,33,407,1,0,1,0,0,1
LK-1115155,328,146,17,2,114,5,9,34,0,0,1,0,0,0
LK-1115160,342,159,8,3,75,15,1,80,0,0,1,0,0,0
LK-1115165,487,188,29,2,11,10,1,179,0,0,64,0,0,3
LK-1115170,575,153,51,9,1,35,4,197,0,0,123,0,2,0
LK-1115175,394,269,60,21,10,2,10,5,2,0,14,0,0,1
LK-1115180,509,305,48,2,5,0,1,146,0,0,0,1,0,1
LK-1115185,941,464,105,48,119,18,5,175,6,0,0,0,1,0
LK-1115190,233,131,6,0,0,4,0,86,6,0,0,0,0,0
LK-1115195,358,43,77,11,91,104,31,0,1,0,0,0,0,0
LK-1115200,369,190,32,2,104,26,12,0,3,0,0,0,0,0
LK-1115205,694,441,27,1,197,7,12,0,7,0,0,0,1,1
LK-1115210,376,206,26,2,38,9,1,90,3,0,0,0,0,1
LK-1115215,424,261,21,1,0,0,0,137,3,0,0,0,1,0
LK-1115220,299,188,23,0,48,1,1,36,2,0,0,0,0,0
LK-1115225,448,239,45,12,2,6,4,139,0,0,1,0,0,0
LK-1115230,318,23,4,0,0,0,0,44,0,0,247,0,0,0
LK-1115235,410,69,43,36,1,0,0,217,1,0,42,0,0,1
LK-1115240,561,128,31,7,4,5,7,375,1,0,3,0,0,0
LK-1115245,297,172,48,18,0,0,0,58,1,0,0,0,0,0
LK-1115250,403,270,28,1,0,1,0,100,0,0,1,0,0,2
LK-1115255,427,254,16,5,63,21,13,47,1,0,1,0,0,6
LK-1115260,177,121,11,0,12,0,0,31,0,0,0,0,0,2
LK-1115265,458,195,41,12,38,5,18,141,0,0,1,0,0,7
LK-1115270,280,107,36,1,79,11,4,42,0,0,0,0,0,0
LK-1115275,442,236,28,0,160,10,6,0,2,0,0,0,0,0
LK-1115280,452,223,23,10,57,92,8,36,3,0,0,0,0,0
LK-1115285,680,370,101,22,12,0,1,169,2,0,0,0,0,3
LK-1115290,213,52,30,20,5,5,5,87,0,0,9,0,0,0
LK-1115295,340,166,61,8,1,3,4,95,1,0,0,0,0,1
LK-1115300,164,64,11,4,7,0,0,76,0,0,2,0,0,0
LK-1115305,135,7,0,3,0,0,0,20,1,0,104,0,0,0
LK-1115310,180,11,6,6,5,0,2,30,0,0,115,0,0,5
LK-1115315,197,17,23,51,0,0,1,98,0,0,6,0,0,1
LK-1115320,198,74,9,4,0,0,2,109,0,0,0,0,0,0
LK-1115325,317,159,135,1,1,0,0,20,0,0,1,0,0,0
LK-1115330,439,162,142,1,91,20,5,17,1,0,0,0,0,0
LK-1115335,515,381,65,4,6,3,0,54,1,0,0,0,0,1
LK-1115340,236,146,32,4,0,0,0,48,2,0,4,0,0,0
LK-1118,17144,9986,1351,361,720,214,198,4011,49,1,178,1,3,71
LK-1118005,251,106,18,3,24,3,1,96,0,0,0,0,0,0
LK-1118010,404,225,11,4,1,3,1,157,0,1,0,0,0,1
LK-1118015,251,63,31,0,0,0,0,155,0,0,0,0,2,0
LK-1118020,468,70,50,5,15,3,4,320,0,0,1,0,0,0
LK-1118025,199,34,19,22,1,2,7,112,0,0,0,0,0,2
LK-1118030,269,35,8,28,6,4,7,173,0,0,8,0,0,0
LK-1118035,487,262,20,4,8,6,3,180,0,0,4,0,0,0
LK-1118040,288,145,15,5,0,0,0,119,2,0,2,0,0,0
LK-1118045,210,62,10,0,31,1,2,91,0,0,13,0,0,0
LK-1118050,341,183,56,12,1,3,5,81,0,0,0,0,0,0
LK-1118055,513,258,45,8,1,1,3,197,0,0,0,0,0,0
LK-1118060,165,89,8,5,4,4,4,50,1,0,0,0,0,0
LK-1118065,396,282,45,6,8,1,3,50,0,0,0,0,0,1
LK-1118070,342,160,28,5,33,12,3,101,0,0,0,0,0,0
LK-1118075,743,433,88,7,105,2,5,97,2,0,0,0,0,4
LK-1118080,618,475,41,2,29,35,1,34,0,0,0,0,0,1
LK-1118085,313,239,18,1,11,15,26,2,1,0,0,0,0,0
LK-1118090,729,546,36,10,52,7,40,33,5,0,0,0,0,0
LK-1118095,401,231,17,11,76,7,6,38,2,0,0,0,0,13
LK-1118100,598,330,23,1,14,6,9,191,15,0,0,0,1,8
LK-1118105,308,148,4,0,0,0,2,153,0,0,0,0,0,1
LK-1118110,559,334,39,10,9,3,6,154,3,0,0,0,0,1
LK-1118115,497,239,90,0,0,2,0,166,0,0,0,0,0,0
LK-1118120,412,202,35,15,83,4,23,50,0,0,0,0,0,0
LK-1118125,601,534,24,4,0,1,2,35,1,0,0,0,0,0
LK-1118130,277,168,16,3,78,9,2,0,1,0,0,0,0,0
LK-1118135,334,255,16,0,11,46,3,1,2,0,0,0,0,0
LK-1118140,301,261,18,2,0,0,0,16,0,0,0,0,0,4
LK-1118145,370,269,39,6,1,0,1,52,2,0,0,0,0,0
LK-1118150,252,197,21,2,6,2,3,20,1,0,0,0,0,0
LK-1118155,364,226,24,4,3,0,0,80,1,0,0,0,0,26
LK-1118160,532,335,61,12,7,7,3,104,2,0,0,0,0,1
LK-1118165,398,197,25,8,39,3,2,123,0,0,0,0,0,1
LK-1118170,513,465,33,1,11,0,0,2,0,0,0,0,0,1
LK-1118175,338,211,39,40,2,1,3,42,0,0,0,0,0,0
LK-1118180,454,354,34,16,20,8,3,18,1,0,0,0,0,0
LK-1118185,196,154,17,7,0,0,0,15,3,0,0,0,0,0
LK-1118190,361,216,38,19,1,1,6,49,1,0,29,0,0,1
LK-1118195,440,268,35,9,14,1,1,103,1,0,7,1,0,0
LK-1118200,253,145,19,13,5,0,0,71,0,0,0,0,0,0
LK-1118205,188,135,15,8,0,0,0,30,0,0,0,0,0,0
LK-1118210,159,98,47,12,0,1,0,1,0,0,0,0,0,0
LK-1118215,376,189,20,0,0,0,3,159,1,0,1,0,0,3
LK-1118220,234,87,13,16,0,0,0,90,1,0,26,0,0,1
LK-1118225,216,26,6,10,2,0,0,94,0,0,77,0,0,1
LK-1118230,225,45,36,5,8,10,5,106,0,0,10,0,0,0
LK-1121,50293,8720,268,69,37402,2252,1422,0,76,0,1,0,25,58
LK-1121005,1627,102,4,2,1443,49,19,0,2,0,1,0,0,5
LK-1121010,1623,116,3,2,1453,23,24,0,2,0,0,0,0,0
LK-1121015,1641,210,5,0,1367,47,8,0,2,0,0,0,0,2
LK-1121020,1377,162,8,2,1057,134,11,0,1,0,0,0,0,2
LK-1121025,1703,205,1,4,1428,55,3,0,3,0,0,0,2,2
LK-1121030,1245,338,3,1,767,9,125,0,1,0,0,0,0,1
LK-1121035,1476,303,22,11,984,38,112,0,6,0,0,0,0,0
LK-1121040,1170,414,5,7,680,20,40,0,2,0,0,0,0,2
LK-1121045,336,146,0,0,187,0,0,0,0,0,0,0,0,3
LK-1121050,790,57,9,0,650,61,13,0,0,0,0,0,0,0
LK-1121055,1137,282,7,2,715,117,11,0,1,0,0,0,0,2
LK-1121060,652,147,0,0,494,4,7,0,0,0,0,0,0,0
LK-1121065,1981,354,12,11,1468,51,79,0,1,0,0,0,2,3
LK-1121070,905,204,3,2,623,66,5,0,1,0,0,0,1,0
LK-1121075,1078,238,2,5,781,27,20,0,5,0,0,0,0,0
LK-1121080,1721,241,3,1,1385,36,46,0,1,0,0,0,6,2
LK-1121085,1511,39,3,1,1246,198,11,0,0,0,0,0,0,13
LK-1121090,1669,155,4,0,1464,30,13,0,3,0,0,0,0,0
LK-1121095,1260,146,4,1,1022,71,13,0,3,0,0,0,0,0
LK-1121100,1703,218,14,0,1355,104,6,0,0,0,0,0,3,3
LK-1121105,971,125,5,0,767,68,3,0,1,0,0,0,2,0
LK-1121110,620,118,1,0,500,1,0,0,0,0,0,0,0,0
LK-1121115,1430,206,4,1,1146,64,5,0,3,0,0,0,1,0
LK-1121120,1071,177,8,0,769,96,18,0,1,0,0,0,0,2
LK-1121125,738,100,6,0,494,9,129,0,0,0,0,0,0,0
LK-1121130,1903,343,21,2,1343,172,20,0,2,0,0,0,0,0
LK-1121135,734,197,7,2,427,85,12,0,2,0,0,0,0,2
LK-1121140,968,385,7,2,354,62,154,0,0,0,0,0,1,3
LK-1121145,894,344,12,0,392,109,35,0,2,0,0,0,0,0
LK-1121150,401,139,2,1,247,10,1,0,1,0,0,0,0,0
LK-1121155,1384,275,8,1,946,23,128,0,0,0,0,0,0,3
LK-1121160,605,66,0,0,533,5,1,0,0,0,0,0,0,0
LK-1121165,1360,292,4,1,900,23,130,0,4,0,0,0,0,6
LK-1121170,1389,302,9,1,1015,28,33,0,1,0,0,0,0,0
LK-1121175,1815,315,8,0,1347,136,5,0,0,0,0,0,3,1
LK-1121180,1002,190,1,0,802,5,2,0,2,0,0,0,0,0
LK-1121185,1916,359,3,1,1479,23,48,0,2,0,0,0,1,0
LK-1121190,1286,215,39,4,860,41,109,0,17,0,0,0,0,1
LK-1121195,705,102,6,0,581,9,4,0,1,0,0,0,2,0
LK-1121200,1458,259,3,1,1063,120,10,0,1,0,0,0,1,0
LK-1121205,1038,134,2,0,868,23,9,0,2,0,0,0,0,0
LK-1124,27583,866,50,47,24861,1023,594,0,60,0,0,0,52,30
LK-1124005,2858,14,1,0,2662,105,65,0,3,0,0,0,0,8
LK-1124010,1505,28,1,1,1391,71,10,0,2,0,0,0,1,0
LK-1124015,1743,36,10,4,1520,76,92,0,3,0,0,0,1,1
LK-1124020,782,2,0,0,727,18,29,0,1,0,0,0,5,0
LK-1124025,1216,7,0,0,1104,34,63,0,0,0,0,0,0,8
LK-1124030,1096,33,5,0,981,53,4,0,12,0,0,0,8,0
LK-1124035,1529,43,2,1,1354,83,43,0,1,0,0,0,2,0
LK-1124040,912,20,0,0,858,24,9,0,1,0,0,0,0,0
LK-1124045,1586,38,1,2,1451,62,28,0,2,0,0,0,2,0
LK-1124050,1070,44,2,24,945,35,13,0,1,0,0,0,6,0
LK-1124055,961,32,1,0,901,11,5,0,5,0,0,0,2,4
LK-1124060,1430,74,2,0,1324,17,8,0,1,0,0,0,3,1
LK-1124065,1442,61,4,0,1344,21,8,0,3,0,0,0,1,0
LK-1124070,1478,37,0,0,1248,113,56,0,9,0,0,0,9,6
LK-1124075,1447,57,2,1,1355,18,7,0,3,0,0,0,4,0
LK-1124080,928,24,3,0,889,6,3,0,0,0,0,0,3,0
LK-1124085,1498,48,4,2,1351,28,59,0,5,0,0,0,1,0
LK-1124090,1324,96,2,2,1190,18,6,0,6,0,0,0,2,2
LK-1124095,1921,132,9,10,1513,213,40,0,2,0,0,0,2,0
LK-1124100,857,40,1,0,753,17,46,0,0,0,0,0,0,0
LK-1127,54176,652,121,35,43934,3575,5156,0,134,1,0,10,438,120
LK-1127005,1542,5,4,0,1155,146,108,0,2,0,0,0,110,12
LK-1127010,1871,18,0,0,1674,47,45,0,6,0,0,0,58,23
LK-1127015,1748,22,0,0,1397,117,198,0,4,0,0,0,10,0
LK-1127020,1363,4,1,0,1175,37,141,0,2,0,0,0,3,0
LK-1127025,2093,5,2,2,1767,46,255,0,2,0,0,0,0,14
LK-1127030,4101,28,4,1,3409,353,287,0,6,0,0,0,4,9
LK-1127035,3963,8,4,0,3360,202,374,0,12,0,0,0,1,2
LK-1127040,3234,10,6,0,2618,290,273,0,3,0,0,9,0,25
LK-1127045,1224,19,0,0,884,118,193,0,6,0,0,0,2,2
LK-1127050,1489,17,2,0,1121,136,185,0,2,0,0,0,21,5
LK-1127055,2750,8,4,1,2457,130,112,0,2,0,0,0,21,15
LK-1127060,2682,4,3,0,2348,135,165,0,2,0,0,1,22,2
LK-1127065,1670,22,0,3,1394,43,154,0,4,0,0,0,50,0
LK-1127070,1998,28,3,2,1586,71,252,0,7,1,0,0,47,1
LK-1127075,4939,91,34,2,3722,415,652,0,9,0,0,0,11,3
LK-1127080,4443,135,16,4,3624,263,378,0,10,0,0,0,10,3
LK-1127085,3844,32,2,16,3292,91,402,0,7,0,0,0,1,1
LK-1127090,2879,33,13,0,2025,444,315,0,32,0,0,0,16,1
LK-1127095,3370,56,9,3,2487,272,483,0,14,0,0,0,44,2
LK-1127100,2973,107,14,1,2439,219,184,0,2,0,0,0,7,0
LK-1130,22691,777,43,5,20486,795,484,0,30,5,3,0,53,10
LK-1130005,1546,32,2,0,1395,81,28,0,5,0,0,0,2,1
LK-1130010,1512,41,2,0,1342,69,25,0,0,0,0,0,32,1
LK-1130015,1246,79,0,0,1129,15,22,0,1,0,0,0,0,0
LK-1130020,1482,92,3,0,1345,35,4,0,0,0,0,0,3,0
LK-1130025,1397,89,3,0,1167,123,9,0,4,0,0,0,1,1
LK-1130030,1566,60,0,0,1446,50,8,0,0,0,0,0,2,0
LK-1130035,1365,12,0,0,1320,13,13,0,3,0,0,0,4,0
LK-1130040,1464,7,0,0,1213,6,238,0,0,0,0,0,0,0
LK-1130045,1692,20,2,0,1599,34,25,0,2,0,3,0,4,3
LK-1130050,1443,39,0,2,1316,70,14,0,1,0,0,0,0,1
LK-1130055,2407,100,14,2,2147,120,14,0,8,0,0,0,1,1
LK-1130060,923,38,3,0,866,6,5,0,0,5,0,0,0,0
LK-1130065,1116,7,0,0,1000,57,48,0,0,0,0,0,4,0
LK-1130070,1391,45,8,0,1290,35,11,0,0,0,0,0,0,2
LK-1130075,2141,116,6,1,1911,81,20,0,6,0,0,0,0,0
LK-1131,24573,809,49,7,20822,1915,746,0,32,0,0,82,59,52
LK-1131005,2195,18,1,1,2034,66,44,0,6,0,0,0,3,22
LK-1131010,1667,45,3,0,1569,17,27,0,1,0,0,0,3,2
LK-1131015,1591,76,2,1,1312,39,155,0,1,0,0,0,2,3
LK-1131020,1330,57,2,1,1246,3,10,0,1,0,0,0,9,1
LK-1131025,3034,67,8,0,2761,126,50,0,5,0,0,0,10,7
LK-1131030,2314,191,7,1,1775,247,73,0,5,0,0,0,5,10
LK-1131035,2052,185,4,2,1617,118,38,0,2,0,0,77,9,0
LK-1131040,1354,62,0,0,1108,53,124,0,1,0,0,0,6,0
LK-1131045,2021,21,0,0,1821,130,40,0,3,0,0,0,6,0
LK-1131050,1598,5,0,0,1443,113,28,0,3,0,0,0,4,2
LK-1131055,1412,16,7,0,1015,300,69,0,2,0,0,0,0,3
LK-1131060,1695,2,4,0,1258,364,66,0,0,0,0,0,0,1
LK-1131065,2310,64,11,1,1863,339,22,0,2,0,0,5,2,1
LK-1133,42466,840,75,12,35914,4486,808,0,186,4,2,0,15,124
LK-1133005,1048,14,3,1,711,251,42,0,3,1,0,0,0,22
LK-1133010,1247,18,1,0,1137,86,2,0,1,0,0,0,0,2
LK-1133015,933,0,1,0,931,0,1,0,0,0,0,0,0,0
LK-1133020,847,0,0,0,844,3,0,0,0,0,0,0,0,0
LK-1133025,755,22,0,0,650,70,7,0,0,0,0,0,0,6
LK-1133030,1532,22,6,0,985,496,21,0,0,0,0,0,1,1
LK-1133035,1491,28,3,1,1202,243,10,0,2,1,0,0,1,0
LK-1133040,977,10,0,0,738,221,7,0,0,0,0,0,0,1
LK-1133045,1116,16,0,0,1079,19,1,0,0,0,0,0,0,1
LK-1133050,805,10,1,4,630,139,15,0,0,0,0,0,0,6
LK-1133055,844,7,2,0,624,156,53,0,2,0,0,0,0,0
LK-1133060,1151,28,1,0,1026,64,24,0,6,0,0,0,1,1
LK-1133065,965,8,1,0,835,90,26,0,2,0,0,0,0,3
LK-1133070,515,18,0,0,490,3,0,0,4,0,0,0,0,0
LK-1133075,1043,49,3,0,966,15,5,0,3,0,0,0,2,0
LK-1133080,1423,23,1,0,1309,82,5,0,0,0,0,0,2,1
LK-1133085,811,13,2,0,706,77,10,0,1,0,0,0,0,2
LK-1133090,2450,218,12,1,1875,272,68,0,1,0,0,0,1,2
LK-1133095,1628,38,8,1,1272,281,19,0,0,0,0,0,0,9
LK-1133100,818,40,1,0,720,39,14,0,1,0,0,0,0,3
LK-1133105,935,30,0,0,875,16,13,0,1,0,0,0,0,0
LK-1133110,900,27,3,0,839,28,3,0,0,0,0,0,0,0
LK-1133115,698,11,1,0,672,9,3,0,2,0,0,0,0,0
LK-1133120,518,2,0,0,481,11,13,0,8,0,0,0,0,3
LK-1133125,1142,10,0,0,983,109,18,0,13,0,0,0,2,7
LK-1133130,1111,15,0,0,914,166,9,0,1,0,2,0,0,4
LK-1133135,965,31,1,0,823,69,34,0,3,0,0,0,0,4
LK-1133140,916,5,2,0,853,43,12,0,1,0,0,0,0,0
LK-1133145,927,22,3,1,801,83,9,0,5,0,0,0,0,3
LK-1133150,1163,19,3,0,999,117,20,0,1,0,0,0,0,4
LK-1133155,887,33,9,2,714,94,33,0,1,0,0,0,0,1
LK-1133160,577,3,0,0,543,16,14,0,1,0,0,0,0,0
LK-1133165,594,2,0,0,478,85,26,0,3,0,0,0,0,0
LK-1133170,1402,15,0,0,1072,218,48,0,25,2,0,0,0,22
LK-1133175,557,3,1,0,487,39,6,0,14,0,0,0,2,5
LK-1133180,871,5,0,0,742,78,30,0,12,0,0,0,0,4
LK-1133185,861,1,0,0,809,35,8,0,8,0,0,0,0,0
LK-1133190,906,7,1,0,702,156,27,0,12,0,0,0,0,1
LK-1133195,1114,8,2,0,971,95,23,0,13,0,0,0,0,2
LK-1133200,1145,4,0,0,926,109,81,0,22,0,0,0,1,2
LK-1133205,705,4,0,1,611,55,23,0,11,0,0,0,0,0
LK-1133210,1173,1,3,0,889,248,25,0,3,0,0,0,2,2
LK-1136,63497,26569,1833,190,29493,2772,2178,0,293,20,0,1,39,109
LK-1136005,1355,144,2,0,1143,55,7,0,3,0,0,0,1,0
LK-1136010,433,52,3,0,217,100,61,0,0,0,0,0,0,0
LK-1136015,579,53,1,0,476,35,7,0,1,0,0,0,4,2
LK-1136020,718,64,2,0,618,24,10,0,0,0,0,0,0,0
LK-1136025,863,141,4,0,517,12,188,0,1,0,0,0,0,0
LK-1136030,1183,173,7,1,935,53,9,0,1,0,0,0,4,0
LK-1136035,384,75,4,2,219,2,81,0,1,0,0,0,0,0
LK-1136040,1029,182,7,1,755,70,9,0,2,0,0,0,1,2
LK-1136045,554,125,4,1,367,28,27,0,2,0,0,0,0,0
LK-1136050,1266,283,0,1,963,15,3,0,1,0,0,0,0,0
LK-1136055,761,79,2,0,646,29,4,0,1,0,0,0,0,0
LK-1136060,523,202,9,1,286,22,2,0,1,0,0,0,0,0
LK-1136065,1373,260,3,0,912,100,94,0,1,0,0,0,3,0
LK-1136070,882,323,2,3,501,43,6,0,3,0,0,0,0,1
LK-1136075,939,388,5,2,352,13,168,0,6,0,0,0,2,3
LK-1136080,532,333,12,1,164,14,8,0,0,0,0,0,0,0
LK-1136085,1372,512,39,9,665,116,20,0,8,0,0,0,1,2
LK-1136090,365,168,7,0,127,9,48,0,5,0,0,0,1,0
LK-1136095,901,291,20,0,444,123,12,0,7,0,0,0,0,4
LK-1136100,1699,434,13,4,1092,133,20,0,2,0,0,0,1,0
LK-1136105,1124,324,9,1,601,67,119,0,0,0,0,0,1,2
LK-1136110,699,242,13,6,397,37,2,0,2,0,0,0,0,0
LK-1136115,1478,402,14,1,965,84,9,0,3,0,0,0,0,0
LK-1136120,752,167,1,0,558,15,11,0,0,0,0,0,0,0
LK-1136125,602,118,1,1,423,9,47,0,1,0,0,0,2,0
LK-1136130,1060,322,2,0,707,17,10,0,2,0,0,0,0,0
LK-1136135,1234,321,17,0,835,39,18,0,2,0,0,0,0,2
LK-1136140,1445,561,9,0,703,167,3,0,1,0,0,0,0,1
LK-1136145,798,393,1,0,399,4,0,0,1,0,0,0,0,0
LK-1136150,778,343,6,1,399,22,2,0,5,0,0,0,0,0
LK-1136155,992,418,11,0,488,21,51,0,3,0,0,0,0,0
LK-1136160,804,356,6,1,357,51,13,0,12,0,0,0,5,3
LK-1136165,1065,293,6,1,614,122,7,0,3,0,0,1,1,17
LK-1136170,1254,501,9,0,656,61,21,0,4,0,0,0,0,2
LK-1136175,707,336,14,0,314,21,16,0,6,0,0,0,0,0
LK-1136180,740,349,10,0,368,4,2,0,3,0,0,0,4,0
LK-1136185,1236,612,11,0,526,10,73,0,4,0,0,0,0,0
LK-1136190,838,567,11,3,205,8,35,0,9,0,0,0,0,0
LK-1136195,463,162,3,1,234,59,2,0,2,0,0,0,0,0
LK-1136200,885,427,31,1,377,22,18,0,6,0,0,0,0,3
LK-1136205,755,345,6,0,334,5,60,0,4,0,0,0,1,0
LK-1136210,530,222,2,1,293,12,0,0,0,0,0,0,0,0
LK-1136215,598,100,23,0,376,90,7,0,2,0,0,0,0,0
LK-1136220,778,440,4,0,286,33,13,0,1,0,0,0,0,1
LK-1136225,528,308,6,0,194,15,1,0,1,0,0,0,0,3
LK-1136230,943,374,13,1,372,120,59,0,2,0,0,0,0,2
LK-1136235,697,304,2,0,328,25,31,0,4,2,0,0,1,0
LK-1136240,369,158,0,0,200,4,0,0,7,0,0,0,0,0
LK-1136245,1115,559,26,2,455,37,19,0,16,0,0,0,0,1
LK-1136250,1519,682,80,6,598,69,72,0,12,0,0,0,0,0
LK-1136255,1147,595,14,3,464,0,69,0,2,0,0,0,0,0
LK-1136260,527,374,4,0,145,3,1,0,0,0,0,0,0,0
LK-1136265,499,305,13,2,169,8,2,0,0,0,0,0,0,0
LK-1136270,955,439,20,1,364,31,94,0,4,0,0,0,0,2
LK-1136275,1055,995,10,0,44,1,0,0,5,0,0,0,0,0
LK-1136280,1288,744,30,1,448,38,23,0,4,0,0,0,0,0
LK-1136285,1631,874,19,4,637,51,39,0,4,0,0,0,2,1
LK-1136290,1681,747,47,7,663,71,123,0,20,0,0,0,2,1
LK-1136295,967,574,43,10,314,12,12,0,1,0,0,0,1,0
LK-1136300,527,185,46,1,212,68,10,0,4,0,0,0,0,1
LK-1136305,397,231,33,6,85,28,5,0,8,0,0,0,0,1
LK-1136310,1067,587,126,14,168,32,63,0,15,18,0,0,0,44
LK-1136315,1161,629,166,5,123,93,136,0,6,0,0,0,1,2
LK-1136320,564,411,77,6,64,3,2,0,1,0,0,0,0,0
LK-1136325,1346,1185,62,3,53,12,25,0,5,0,0,0,0,1
